id,unit,topic,strategy,format,language,has_code,source,style_profile,review_status
v2-0061,III,operators,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0062,III,expressions,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0063,III,type_conversions,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0064,III,program_elements,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0065,III,data_types,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0066,III,constants,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0067,III,variables,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0068,III,operators,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0069,III,expressions,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0070,III,type_conversions,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0071,III,program_elements,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0072,III,data_types,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0073,III,constants,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0074,III,variables,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0075,III,operators,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0076,III,expressions,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0077,III,type_conversions,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0078,III,program_elements,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0079,III,data_types,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0080,III,constants,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0081,III,variables,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0082,III,operators,explicar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0083,III,expressions,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0084,III,type_conversions,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0085,III,program_elements,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0086,III,data_types,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0087,III,constants,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0088,III,variables,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0089,III,operators,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0090,III,expressions,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0091,III,type_conversions,explicar primero,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0092,III,program_elements,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0093,III,data_types,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0094,III,constants,explicar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0095,III,variables,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0096,III,operators,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0097,III,expressions,explicar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0098,III,type_conversions,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0099,III,program_elements,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0100,III,data_types,explicar primero,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0101,III,constants,explicar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0102,III,variables,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0103,III,operators,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0104,III,expressions,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0105,III,type_conversions,explicar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0106,III,program_elements,corregir misconception,single_turn,en,False,new,dominicano_suave,needs_review
v2-0107,III,data_types,corregir misconception,single_turn,en,False,new,dominicano_suave,needs_review
v2-0108,III,constants,corregir misconception,single_turn,en,False,new,dominicano_suave,needs_review
v2-0109,III,variables,corregir misconception,single_turn,en,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0110,III,operators,corregir misconception,single_turn,en,False,new,dominicano_suave,needs_review
v2-0111,III,expressions,corregir misconception,single_turn,en,False,new,dominicano_suave,needs_review
v2-0112,III,type_conversions,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0113,III,program_elements,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0114,III,data_types,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0115,III,constants,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0116,III,variables,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0117,III,operators,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0118,III,expressions,corregir misconception,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0119,III,type_conversions,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0120,III,program_elements,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0121,III,data_types,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0122,III,constants,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0123,III,variables,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0124,III,operators,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0125,III,expressions,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0126,III,type_conversions,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0127,III,program_elements,corregir misconception,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0128,III,data_types,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0129,III,constants,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0130,III,variables,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0131,III,operators,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0132,III,expressions,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0133,III,type_conversions,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0134,III,program_elements,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0135,III,data_types,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0136,III,constants,corregir misconception,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0137,III,variables,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0138,III,operators,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0139,III,expressions,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0140,III,type_conversions,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0141,III,program_elements,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0142,III,data_types,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0143,III,constants,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0144,III,variables,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0145,III,operators,corregir misconception,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0146,III,expressions,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0147,III,type_conversions,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0148,III,program_elements,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0149,III,data_types,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0150,III,constants,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0151,III,variables,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0152,III,operators,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0153,III,expressions,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0154,III,type_conversions,corregir misconception,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0155,III,program_elements,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0156,III,data_types,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0157,III,constants,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0158,III,variables,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0159,III,operators,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0160,III,expressions,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0161,III,type_conversions,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0162,III,program_elements,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0163,III,data_types,corregir misconception,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0164,III,constants,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0165,III,variables,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0166,III,operators,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0167,III,expressions,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0168,III,type_conversions,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0169,III,program_elements,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0170,III,data_types,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0171,III,constants,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0172,III,variables,corregir misconception,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0173,III,operators,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0174,III,expressions,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0175,III,type_conversions,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0176,III,program_elements,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0177,III,data_types,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0178,III,constants,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0179,III,variables,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0180,III,operators,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0181,III,expressions,corregir misconception,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0182,III,type_conversions,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0183,III,program_elements,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0184,III,data_types,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0185,III,constants,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0186,III,variables,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0187,III,operators,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0188,III,expressions,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0189,III,type_conversions,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0190,III,program_elements,corregir misconception,multi_turn_short,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0191,III,data_types,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0192,III,constants,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0193,III,variables,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0194,III,operators,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0195,III,expressions,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0196,III,program_elements,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0197,III,data_types,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0198,III,constants,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0199,III,variables,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0200,III,operators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0201,III,expressions,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0202,III,type_conversions,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0203,III,program_elements,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0204,III,data_types,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0205,III,constants,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0206,III,variables,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0207,III,operators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0208,III,expressions,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0209,III,type_conversions,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0210,III,program_elements,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0211,III,data_types,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0212,III,constants,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0213,III,variables,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0214,III,operators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0215,III,expressions,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0216,III,type_conversions,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0217,III,program_elements,preguntar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0218,III,data_types,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0219,III,constants,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0220,III,variables,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0221,III,operators,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0222,III,expressions,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0223,III,type_conversions,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0224,III,program_elements,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0225,III,data_types,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0226,III,constants,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0227,III,variables,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0228,III,operators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0229,III,expressions,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0230,III,type_conversions,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0231,III,program_elements,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0232,III,data_types,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0233,III,constants,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0234,III,variables,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0235,III,operators,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0236,III,expressions,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0237,III,type_conversions,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0238,III,program_elements,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0239,III,data_types,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0240,III,constants,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0241,III,variables,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0242,III,operators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0243,III,expressions,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0244,III,type_conversions,preguntar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0245,III,program_elements,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0246,III,data_types,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0247,III,constants,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0248,III,variables,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0249,III,operators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0250,III,expressions,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0251,III,type_conversions,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0252,III,program_elements,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0253,III,data_types,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0254,III,constants,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0255,III,variables,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0256,III,operators,preguntar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0257,III,expressions,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0258,III,type_conversions,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0259,III,program_elements,preguntar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0260,III,data_types,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0261,III,constants,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0262,III,variables,preguntar primero,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0263,III,operators,preguntar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0264,III,expressions,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0265,III,type_conversions,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0266,III,program_elements,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0267,III,data_types,preguntar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0268,III,constants,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0269,III,variables,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0270,III,operators,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0271,IV,selection_structures,explicar primero,single_turn,en,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0272,IV,while_loop,explicar primero,single_turn,en,False,new,dominicano_suave,needs_review
v2-0273,IV,for_loop,explicar primero,single_turn,en,False,new,dominicano_suave,needs_review
v2-0274,IV,do_while_loop,explicar primero,single_turn,en,True,new,dominicano_suave,needs_review
v2-0275,IV,choose_structure,explicar primero,single_turn,en,False,new,dominicano_suave,needs_review
v2-0276,IV,interrupt_loops,explicar primero,single_turn,en,True,new,dominicano_suave,needs_review
v2-0277,IV,flags,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0278,IV,counters_accumulators,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0279,IV,selection_structures,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0280,IV,while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0281,IV,for_loop,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0282,IV,do_while_loop,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0283,IV,choose_structure,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0284,IV,interrupt_loops,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0285,IV,flags,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0286,IV,counters_accumulators,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0287,IV,selection_structures,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0288,IV,while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0289,IV,for_loop,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0290,IV,do_while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0291,IV,choose_structure,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0292,IV,interrupt_loops,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0293,IV,flags,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0294,IV,counters_accumulators,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0295,IV,selection_structures,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0296,IV,while_loop,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0297,IV,for_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0298,IV,do_while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0299,IV,choose_structure,explicar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0300,IV,interrupt_loops,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0301,IV,flags,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0302,IV,counters_accumulators,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0303,IV,selection_structures,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0304,IV,while_loop,explicar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0305,IV,for_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0306,IV,do_while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0307,IV,choose_structure,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0308,IV,interrupt_loops,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0309,IV,flags,explicar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0310,IV,counters_accumulators,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0311,IV,selection_structures,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0312,IV,while_loop,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0313,IV,for_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
